No,Classification,Name of Cultural Heritage,Korean,Address,,,,,,,
2416,Treasure,Portrait of Choe Seok-jeong and Case,최석정 초상 및 함 ( 崔錫鼎 肖像 및 函 ),Chungcheongbuk-do Cheongju-si,,,,,,,
2417,Treasure,Royal Certificate of Meritorious Subject Issued to Sin Yeo-ryang,신여량 상가교서 ( 申汝樑 賞加敎書 ),Gwangju Buk-gu,,,,,,,
2418,Treasure,Royal Certificate of Meritorious Subject Issued to Sin Yeo-ryang,신여량 밀부유서 ( 申汝樑 密符諭書 ),Gwangju Buk-gu,,,,,,,
2419,Treasure,Shurangama Sutra (The Sutra of the Heroic One),대불정여래밀인수증요의제보살만행수능엄경(2017) ( 大佛頂如來密因脩證了義諸菩薩萬行首楞嚴經(2017) ),Gyeongsangbuk-do Gyeongsan-si,,,,,,,
2420,Treasure,"Avatamsaka Sutra(The Flower Garland Sutra), The First Tripikata Koreana Edition, Zhou Version, Volume 41",초조본 대방광불화엄경 주본 권41 ( 初雕本 大方廣佛華嚴經 周本 卷四十一 ),Gyeongsangbuk-do Gyeongsan-si,,,,,,,
2421,Treasure,"Stone Seated Buddha Triad and Stone Standing Buddha in Bijung-ri, Cheongju",청주 비중리 석조여래삼존상 및 석조여래입상 ( 淸州 飛中里 石造如來三尊像 및 石造如來立像 ),Chungcheongbuk-do Cheongju-si,,,,,,,
2422,Treasure,"Daeungbojeon Hall of Yongjusa Temple, Hwaseong",화성 용주사 대웅보전 ( 華城 龍珠寺 大雄寶殿 ),Gyeonggi-do Hwaseong-si,,,,,,,
2423,Treasure,"Sabunyul, the Second Tripitaka Koreana Edition, Volume 47~50",재조본 사분율 권47~50 ( 再雕本 四分律 卷四十七~五十 ),Busan Seo-gu,,,,,,,
2424,Treasure,"Artifacts Excavated from the Three-story Stone Pagoda of Pyochungsa Temple, Miryang",밀양 표충사 삼층석탑 출토 유물 일괄 ( 密陽 表忠寺 三層石塔 出土 遺物 一括 ),Gyeongsangnam-do Miryang-si,,,,,,,
2425,Treasure,"Daeungjeon Hall of Daedunsa Temple, Gumi",구미 대둔사 대웅전 ( 龜尾 大芚寺 大雄殿 ),Gyeongsangbuk-do Gumi-si,,,,,,,
2426,Treasure,Beopgyeseongbeom suryukseunghoe sujaeeuigwe,법계성범수륙승회수재의궤 ( 法界聖凡水陸勝會修齋儀軌 ),Gyeonggi-do Siheung-si,,,,,,,
2427,Treasure,Haeak jeonsincheop (Album of the Sea and Mountains) by Jeong Seon,정선 필 해악전신첩 ( 鄭敾 筆 海嶽傳神帖 ),Seoul Seongbuk-gu,,,,,,,
2428,Treasure,The Album of Famous Scenic Attractions in the Capital Region (Gyeonggyo Myeongseungcheop) by Jeong Seon,정선 필 경교명승첩 ( 鄭敾 筆 京郊名勝帖 ),Seoul Seongbuk-gu,,,,,,,
2429,Treasure,A Panoramic View of Inner Pungaksan Mountain (Pungaknaesan Chongnamdo)by Jeong Seon,정선 필 풍악내산총람도 ( 鄭敾 筆 楓嶽內山總覽圖 ),Seoul Seongbuk-gu,,,,,,,
2430,Treasure,Cheongpung Valley (Cheongpunggyedo)By Jeong Seon,정선 필 청풍계도 ( 鄭敾 筆 淸風溪圖 ),Seoul Seongbuk-gu,,,,,,,
2431,Treasure,A Thatch-roofed Pavilion on Mount Lushan (Yeosan Chodangdo)By Jeong Seon,정선 필 여산초당도 ( 鄭敾 筆 廬山草堂圖 ),Seoul Seongbuk-gu,,,,,,,
2432,Treasure,Celadon Bottle with Incised Ring Design,청자 음각환문 병 ( 靑磁 陰刻環文 甁 ),Seoul Seongbuk-gu,,,,,,,
2433,Treasure,Celadon Incense Burner in the Shape of a Three-legged Cauldron with Goblin Design in Relief,청자 양각도철문 정형 향로 ( 靑磁 陽刻饕餮文 鼎形 香爐 ),Seoul Seongbuk-gu,,,,,,,
2434,Treasure,"The Assembly on Vulture Peak” (Yeongsan Hoesangdo) in Yoncheonsa Temple,Cheondo",청도 용천사 영산회상도 ( 淸道 湧泉寺 靈山會上圖 ),Gyeongsangbuk-do Cheongdo-gun,,,,,,,
2435,Treasure,The Assembly on Vulture Peak” (Yeongsan Hoesangdo) of Daebisa Temple in Cheongdo,청도 대비사 영산회상도 ( 淸道 大悲寺 靈山會上圖 ),Gyeongsangbuk-do Cheongdo-gun,,,,,,,
2436,Treasure,"Buddhist Painting of Bomunsa Temple, Yecheon (Three Bodhisattvas)",예천 보문사 삼장보살도 ( 醴泉 普門寺 三藏菩薩圖 ),Gyeongsangbuk-do Yecheon-gun,,,,,,,
2437,Treasure,Printing Woodblocks for Saddharmapundarika Sutra(The Lotus Sutra),묘법연화경 목판(2017-1) ( 妙法蓮華經 木板(2017-1) ),Jeollanam-do Haenam-gun,,,,,,,
2438,Treasure,"Printing Woodblocks for Bulseol daebo bumo eunjunggyeong(Sakyamuni’s Teaching on Parental Love), Korean Translation",불설대보부모은중경(언해) 목판 ( 佛說大報父母恩重經(諺解) 木板 ),Chungcheongnam-do Asan-si,,,,,,,
2439,Treasure,Printing Woodblocks for Saddharmapundarika Sutra(The Lotus Sutra),묘법연화경 목판(2017-2) ( 妙法蓮華經 木板(2017-2) ),Chungcheongnam-do Seosan-si,,,,,,,
2440,Treasure,Printing Woodblocks for Gyecho simhag inmun (Admonitions for the Beginners in Learning),계초심학인문 목판 ( 誡初心學人文 木板 ),Chungcheongnam-do Seosan-si,,,,,,,
2441,Treasure,Printing Woodblocks for The Taoist School of Thought Debates - Mouze Lihurolun (Master Mou’s Treatise on Clarifying Doubts),도가논변모자리혹론 목판 ( 道家論辨牟子理惑論 木板 ),Chungcheongnam-do Seosan-si,,,,,,,
2442,Treasure,Printing Woodblocks for Mongsan hwasang yukdo boseol (Monk Mengshan Deyi’s Sermon on Six Paths Buddhism),몽산화상육도보설 목판 ( 蒙山和尙六道普說 木板 ),Chungcheongnam-do Seosan-si,,,,,,,
2443,Treasure,The Printing Woodblocks for Yesu siwangsaeng chiljaeui chanyo,예수시왕생칠재의찬요 목판 ( 豫修十王生七齋儀纂要 木板 ),Chungcheongnam-do Seosan-si,,,,,,,
2444,Treasure,Printing Woodblocks for Seonggwanjajae gusu yukjaseonjeong,성관자재구수육자선정 목판 ( 聖觀自在求修六字禪定 木板 ),Chungcheongnam-do Seosan-si,,,,,,,
2445,Treasure,Printing Woodblocks for Odae jineon,오대진언 목판 ( 五大眞言 木板 ),Chungcheongnam-do Seosan-si,,,,,,,
2446,Treasure,Vajracchedika Prajnaparamita Sutra (The Diamond Sutra),금강반야바라밀경 및 제경 ( 金剛般若波羅蜜經 및 諸經 ),Daegu ,,,,,,,
2447,Treasure,The Calligraphy Guidebook by Yi Gwang-sa,이광사 필 서결 ( 李匡師 筆 書訣 ),Seoul Seongbuk-gu,,,,,,,
2448,Treasure,Masangcheongaengdo (Traveler on Horseback Listening to the Birds Singing) by Kim Hong-do,김홍도 필 마상청앵도 ( 金弘道 筆 馬上聽鶯圖 ),Seoul Seongbuk-gu,,,,,,,
2449,Treasure,Gosaiinmuldo(Noble Hermits) by Kim Hong-do,김홍도 필 고사인물도 ( 金弘道 筆 故事人物圖 ),Seoul Seongbuk-gu,,,,,,,
2450,Treasure,Gwarodogido (Zhang Guolao Riding on a Donkey) by Kim Hong-do,김홍도 필 과로도기도 ( 金弘道 筆 果老倒騎圖 ),Seoul Seongbuk-gu,,,,,,,
2451,Treasure,Miindo(A Beautiful Woman) by Sin Yun-bok,신윤복 필 미인도 ( 申潤福 筆 美人圖 ),Seoul Seongbuk-gu,,,,,,,
2452,Treasure,The White Porcelain Seal of Saongwon,백자 사옹원인 ( 白磁 司饔院印 ),Seoul Seongbuk-gu,,,,,,,
2453,Treasure,Lacquered sutra case with Inlaid Mother-of-pearl Design,나전경함 ( 螺鈿經函 ),Seoul Yongsan-gu,,,,,,,
2454,Treasure,Placenta Chamber and Monument to King Myeonjong,서산 명종대왕 태실 및 비 ( 瑞山 明宗大王 胎室 및 碑 ),Chungcheongnam-do Seosan-si,,,,,,,
2455,Treasure,The Stone Buddha Seated on a Square Pedestal from Gyeongju,경주 방형대좌 석조여래좌상 ( 慶州 方形臺座 石造如來坐像 ),Seoul Jongno-gu,,,,,,,
2456,Treasure,Daepaeng Gohoe (Great Dishes and High Gatherings) by Kim Jeong-hui,김정희 필 대팽고회 ( 金正喜 筆 大烹高會 ),Seoul Seongbuk-gu,,,,,,,
2457,Treasure,Chaho Hogong (Calling in Again and Living Together ) by Kim Jeong-hui,김정희 필 차호호공 ( 金正喜 筆 且呼好共 ),Seoul Seongbuk-gu,,,,,,,
2458,Treasure,Chimgye (“Ash Stream”) by Kim Jeong-hui,김정희 필 침계 ( 金正喜 筆 梣溪 ),Seoul Seongbuk-gu,,,,,,,
2459,Treasure,"Geungnakbojeon Hall of Sinheungsa Temple, Sokcho",속초 신흥사 극락보전 ( 束草 新興寺 極樂寶殿 ),Gangwon-do Sokcho-si,,,,,,,
2460,Treasure,Seowon gyopil gyeolhu by Kim Jeong-hui (Criticism on Calligraphy-related Theory by Yi Gwang-sa),김정희 필 서원교필결후 ( 金正喜 筆 書員嶠筆訣後 ),Seoul Seongbuk-gu,,,,,,,
2461,Treasure,Nanmaengcheop(Orchid Oaths) by Kim Jeong0hui,김정희 필 난맹첩 ( 金正喜 筆 蘭盟帖 ),Seoul Seongbuk-gu,,,,,,,
2462,Treasure,Paintings of Three Clear Beings by Yi Jeong,이정 필 삼청첩 ( 李霆 筆 三淸帖 ),Seoul Seongbuk-gu,,,,,,,
2463,Treasure,Landscapes and Flower-and-Bird Paintings by Yi Jing,이징 필 산수화조도첩 ( 李澄 筆 山水花鳥圖帖 ),Seoul Seongbuk-gu,,,,,,,
2464,Treasure,The Scroll of the Difficulties of the Shu Road by Sim Sa-jeong,심사정 필 촉잔도권 ( 沈師正 筆 蜀棧圖卷 ),Seoul Seongbuk-gu,,,,,,,
2465,Treasure,Genre Paintings by Kim Deuk-sin,김득신 필 풍속도 화첩 ( 金得臣 筆 風俗圖 畵帖 ),Seoul Seongbuk-gu,,,,,,,
2466,Treasure,Chapter on the Bodhisattva Precepts in the Brahma Net Sutra in Silver on Indigo Paper,감지은니 범망경보살계품 ( 紺紙銀泥 梵網經菩薩戒品 ),Seoul Yongsan-gu,,,,,,,
2467,Treasure,"Songjo pyojeon chongnyu (Collection of Appeals and Letters to the Emperors of the Song Dynasty), Volumes 6~11",송조표전총류 권6∼11 ( 宋朝表箋總類 卷6∼11 ),Seoul Yongsan-gu,,,,,,,
2468,Treasure,The King of Sweet Dew with Inscription of Daegoksa Temple,대곡사명 감로왕도 ( 大谷寺銘 甘露王圖 ),Jeollabuk-do Iksan-si,,,,,,,
2469,Treasure,Royal Certificate of Meritorious Subject issued to Yi Suk-gi,이숙기 좌리공신교서 ( 李淑琦 佐理功臣敎書 ),Gyeongsangbuk-do Gimcheon-si,,,,,,,
2470,Treasure,The Buncheong Memorial Tablet of Yi Seon-je with Inlaid Inscription of the “Fifth Gyeongtae Year,분청사기 상감 ‘경태5년명’ 이선제 묘지 ( 粉靑沙器 象嵌 ‘景泰五年銘’ 李先齊 墓誌 ),Gwangju Buk-gu,,,,,,,
2471,Treasure,Painting of Ksitigarbha Bodhisattva and Ten Underworld Kings,지장시왕도(2018) ( 地藏十王圖(2018) ),Seoul Gwanak-gu,,,,,,,
2472,Treasure,"Jeokmyeolbogung Hall, Jungdae Terrace in Odaesan Mountain, Pyeongchang",평창 오대산 중대 적멸보궁 ( 平昌 五臺山 中臺 寂滅寶宮 ),Gangwon-do Pyeongchang-gun,,,,,,,
2473,Treasure,"Painting of Vairocana Buddha of Bogyeongsa Temple, Pohang",포항 보경사 비로자나불도 ( 浦項 寶鏡寺 毘盧遮那佛圖 ),Gyeongsangbuk-do Pohang-si,,,,,,,
2474,Treasure,Fortified City of Pyeongyang on Folding Screen (Pyeongyangseongdo Byeongpung),평양성도 병풍 ( 平壤城圖 屛風 ),Incheon Michuhol-gu,,,,,,,
2475,Treasure,"Wooden Seated Shakyamuni Triad of Ssanggyesa Temple , Jindo",진도 쌍계사 목조석가여래삼존좌상 ( 珍島 雙溪寺 木造釋迦如來三尊坐像 ),Jeollanam-do Jindo-gun,,,,,,,
2476,Treasure,"Wooden Amitabha Triad of Donghwasa Temple, Daegu",대구 동화사 목조아미타여래삼존상 ( 大邱 桐華寺 木造阿彌陀如來三尊像 ),Daegu Dong-gu,,,,,,,
2477,Treasure,The Three Dukes (Samgongbulhwando)by Kim Hong-do,김홍도 필 삼공불환도 ( 金弘道 筆 三公不換圖 ),Seoul Yongsan-gu,,,,,,,
2478,Treasure,"Gold Earring of Hwango-dong, Gyeongju",경주 황오동 금귀걸이 ( 慶州 皇吾洞 金製耳飾 ),Seoul Yongsan-gu,,,,,,,
2479,Treasure,Understanding Yeongju by Yi Ik-tae (Jiyeongnok),이익태 지영록 ( 李益泰 知瀛錄 ),Jeju-do Jeju-si,,,,,,,
2480,Treasure,"Wooden Seated Avalokitesvara of Buramsa Temple, Namyangju",남양주 불암사 목조관음보살좌상 ( 南楊州 佛巖寺 木造觀音菩薩坐像 ),Gyeonggi-do Namyangju-si,,,,,,,
2481,Treasure,"Wooden Seated Shakyamuni of Chilbosa Temple, Seoul",서울 칠보사 목조석가여래좌상 ( 서울 七寶寺 木造釋迦如來坐像 ),Seoul Jongno-gu,,,,,,,
2482,Treasure,"Hanging Painting of Beopjusa Temple, Gunwi",군위 법주사 괘불도 ( 軍威 法住寺 掛佛圖 ),Daegu ,,,,,,,
2483,Treasure,"Hanging Painting of Vairocana in Daeryeonsa Temple, Yesan",예산 대련사 비로자나불 괘불도 ( 禮山 大蓮寺 毘盧遮那佛 掛佛圖 ),Chungcheongnam-do Yesan-gun,,,,,,,
2484,Treasure,"Hanging Painting of the Vulture Peak Assembly of Namjangsa Temple, Sangju",상주 남장사 영산회 괘불도 ( 尙州 南長寺 靈山會 掛佛圖 ),Gyeongsangbuk-do Sangju-si,,,,,,,
2485,Treasure,Bronze Drum with the name Gyeongseonsa Temple engraved,‘경선사’명 청동북 ( ‘景禪寺’銘 金鼓 ),Seoul Yongsan-gu,,,,,,,
2486,Treasure,Royal Certificate of Meritorious Subject issued to Jang Cheol,장철 정사공신녹권 ( 張哲 定社功臣錄券 ),Seoul Jongno-gu,,,,,,,
2487,Treasure,The Roof-end Tile with Human Face Motif of Gyeongju,경주 얼굴무늬 수막새 ( 慶州 人面文 圓瓦當 ),Gyeongsangbuk-do Gyeongju-si,,,,,,,
2488,Treasure,The Wooden Ksitigarbha Triad and Ten Underworld Kings of Dalseongsa Temple in Mokpo,목포 달성사 목조지장보살삼존상 및 시왕상 일괄 ( 木浦 達聖寺 木造地藏菩薩三尊像 및 十王像 一括 ),Jeollanam-do Mokpo-si,,,,,,,
2489,Treasure,Altar Painting of the Bhaisajyaguru Triad with Inscription of Hoeamsa,‘회암사’명 약사여래삼존도 ( ‘檜巖寺’銘 藥師如來三尊圖 ),Seoul Yongsan-gu,,,,,,,
2490,Treasure,"The Stupa of Sujongsa Temple, Namyangju",남양주 수종사 사리탑 ( 南楊州 水鐘寺 舍利塔 ),Gyeonggi-do Namyangju-si,,,,,,,
2491,Treasure,Printing woodblocks for Jejin eonjip,제진언집 목판 ( 諸眞言集 木板 ),Gangwon-do Sokcho-si,,,,,,,
2492,Treasure,Painting of Avalokitesvara Bodhisattva with a Thousand Hands,고려 천수관음보살도 ( 高麗 千手觀音菩薩圖 ),Seoul Yongsan-gu,,,,,,,
2493,Treasure,Nilakantha dharani (The Great Compassion Mantra),불정심관세음보살대다라니경(2019) ( 佛頂心觀世音菩薩大陁羅尼經(2019) ),Jeollanam-do Jangheung-gun,,,,,,,
2494,Treasure,"Bronze tiger face-shaped belt loop accessory excavated from a wooden coffin tomb No.1, Sindaeri",경산 신대리 1호 목관묘 출토 청동호랑이모양 띠고리 ( 慶山 新垈里 一號 木棺墓 出土 靑銅虎形帶鉤 ),Daegu Suseong-gu,,,,,,,
2495,Treasure,"Gilt-bronze crown excavated from No. 32 Tomb, Jisan-dong",고령 지산동 32호분 출토 금동관 ( 高靈 池山洞 三十二號墳 出土 金銅冠 ),Daegu Seo-gu,,,,,,,
2496,Treasure,"Bronze Seven-Headed Bell excavated from Tomb No. 22, Bokcheon-dong",부산 복천동 22호분 출토 청동칠두령 ( 釜山 福泉洞 二十二號墳 出土 靑銅七頭鈴 ),Busan Dongnae-gu,,,,,,,
2497,Treasure,"Metal armor unearthed from Tomb No. 38, Bokcheon-dong, Busan",부산 복천동 38호분 출토 철제갑옷 일괄 ( 釜山 福泉洞 三十八號墳 出土 鐵製甲冑 一括 ),Busan Dongnae-gu,,,,,,,
2498,Treasure,"East Three-story Stone Pagoda of Seongjusa Temple Site, Boryeong",보령 성주사지 동 삼층석탑 ( 保寧 聖住寺址 東 三層石塔 ),Chungcheongnam-do Boryeong-si,,,,,,,
2499,Treasure,A set of utensils used to contain food offered to Buddha at a ritual unearthed from Ingaksa Temple in Gunwi,군위 인각사 출토 공양구 일괄 ( 軍威 麟角寺 出土 供養具 一括 ),Seoul Jongno-gu,,,,,,,
2500,Treasure,Singanyupyeon yeokgeosamjang munseondaecha다,신간유편역거삼장문선대책 권5∼6 ( 新刊類編歷擧三場文選對策 卷五∼六 ),Seoul Seocho-gu,,,,,,,
2501,Treasure,"Geungnakbojeon Hall of Cheoneunsa Temple, Gurye",구례 천은사 극락보전 ( 求禮 泉隱寺 極樂寶殿 ),Jeollanam-do Gurye-gun,,,,,,,
2502,Treasure,"Altar Painting of the Tripitaka Bodhisattvas in Daedungsa Temple, Gumi",구미 대둔사 삼장보살도 ( 龜尾 大芚寺 三藏菩薩圖 ),Gyeongsangbuk-do Gumi-si,,,,,,,
2503,Treasure,"Hanging Painting of Jikjisa Temple, Gimcheon",김천 직지사 괘불도 ( 金泉 直指寺 掛佛圖 ),Gyeongsangbuk-do Gimcheon-si,,,,,,,
2504,Treasure,Doeun seonsaeng sijip Volumes 1-2 (Collected Poems of Yi Sung-in),도은선생시집 권1~2 ( 陶隱先生詩集 卷一~二 ),Seoul Seocho-gu,,,,,,,
2505,Treasure,Lead-glazed Pottery Jars with Stamped Design,도기 연유인화문 항아리 일괄 ( 陶器 鉛釉印花文 壺 一括 ),Gyeongsangbuk-do Gyeongju-si,,,,,,,
2506,Treasure,Rivers and Mountains without End (Gangsan Mujindo),이인문 필 강산무진도 ( 李寅文 筆 江山無盡圖 ),Seoul Yongsan-gu,,,,,,,
2507,Treasure,"Sinpyeonyuchwi daedongsirim Volumes 9-11, 31-39","신편유취대동시림 권9~11, 31~39 ( 新編類聚大東詩林 卷九~十一, 三十一~三十九 )",Daegu Dalseo-gu,,,,,,,
2508,Treasure,"Stone Seated Ksitigarbha Bodhisattva of Chamdangam Hermitage, Seonunsa Temple, Gochang",고창 선운사 참당암 석조지장보살좌상 ( 高敞 禪雲寺 懺堂庵 石造地藏菩薩坐像 ),Jeollabuk-do Gochang-gun,,,,,,,
2509,Treasure,Hongaetongheonui (Celestial Globe),혼개통헌의 ( 渾蓋通憲儀 ),Gyeonggi-do Namyangju-si,,,,,,,
2510,Treasure,"Moulds for Bronze Swords and Spears Excavated from Galdong, Wanju",완주 갈동 출토 동검동과 거푸집 일괄 ( 完州 葛洞 出土 銅劍銅戈 鎔范 一括 ),Jeollabuk-do Jeonju-si,,,,,,,
2511,Treasure,"Bronze Mirrors with Fine Linear Design Excavated from Galdong, Wanju",완주 갈동 출토 정문경 일괄 ( 完州 葛洞 出土 精文鏡 一括 ),Jeollabuk-do Jeonju-si,,,,,,,
2512,Treasure,"Unhangak, Bokdogak, and Iancheong Hall of Hwaryeongjeon, Suwon",수원 화령전 운한각·복도각·이안청 ( 水原 華寧殿 雲漢閣·複道閣·移安廳 ),Gyeonggi-do Suwon-si,,,,,,,
2513,Treasure,"Daeungjeon Hall of Chiljangsa Temple, Anseong",안성 칠장사 대웅전 ( 安城 七長寺 大雄殿 ),Gyeonggi-do Anseong-si,,,,,,,
2514,Treasure,"Geumseonggwan Guesthouse, Naju",나주 금성관 ( 羅州 錦城館 ),Jeollanam-do Naju-si,,,,,,,
2515,Treasure,Gyeongjubusa Seonsaengan (The List of Gyeongju’s Governors),경주부사선생안 ( 慶州府司先生案 ),Gyeongsangbuk-do Gyeongju-si,,,,,,,
2516,Treasure,Gyeongsangdo Yeongju Jemyeonggi (The List of Gyeongsangdo’s Governors),경상도영주제명기 ( 慶尙道營主題名記 ),Gyeongsangbuk-do Gyeongju-si,,,,,,,
2517,Treasure,"Daeseungbeopgye muchabyeolron, revised version (Dharmadhatu Sutra, Sutra of Equality)",재조본 대승법계무차별론 ( 再雕本 大乘法界無差別論 ),Seoul Seocho-gu,,,,,,,
2518,Treasure,"Horse Armor and Large Sword with Ringed Hilt excavated from the Magapchong Tomb, Haman",함안 마갑총 출토 말갑옷 및 고리자루 큰 칼 ( 咸安 馬甲塚 出土 馬甲 및 環頭大刀 ),Gyeongsangnam-do Gimhae-si,,,,,,,
2519,Treasure,"Large Swords with Ringed Hilt Excavated from Tomb No. M3 of Okjeon, Hapcheon",합천 옥전 M3호분 출토 고리자루 큰 칼 일괄 ( 陜川 玉田 M3號墳 出土 環頭大刀 一括 ),Gyeongsangnam-do Jinju-si,,,,,,,
2520,Treasure,"Gold Earrings Excavated from Tomb No.28 of Okjeon, Hapcheon",합천 옥전 28호분 출토 금귀걸이 ( 陜川 玉田 二十八號墳 出土 金製耳飾 ),Gyeongsangnam-do Jinju-si,,,,,,,
2521,Treasure,"Gold Earrings Excavated from Tomb No.M4 of Okjeon, Hapcheon",합천 옥전 M4호분 출토 금귀걸이 ( 陜川 玉田 M4號墳 出土 金製耳飾 ),Seoul Yongsan-gu,,,,,,,
2522,Treasure,"Gold Earrings Excavated from Tomb No.M6 of Okjeon, Hapcheon",합천 옥전 M6호분 출토 금귀걸이 ( 陜川 玉田 M6號墳 出土 金製耳飾 ),Gyeongsangnam-do Jinju-si,,,,,,,
2523,Treasure,"Gyeongpodae Pavilion, Gangneung",강릉 경포대 ( 江陵 鏡浦臺 ),Gangwon-do Gangneung-si,,,,,,,
2524,Treasure,"Bangchojeong Pavilion, Gimhae",김천 방초정 ( 金泉 芳草亭 ),Gyeongsangbuk-do Gimcheon-si,,,,,,,
2525,Treasure,"Hansujeong Pavilion, Bonghwa",봉화 한수정 ( 奉化 寒水亭 ),Gyeongsangbuk-do Bonghwa-gun,,,,,,,
2526,Treasure,"Changyeongru Pavilion, Cheongsong",청송 찬경루 ( 靑松 讚慶樓 ),Gyeongsangbuk-do Cheongsong-gun,,,,,,,
2527,Treasure,"Cheongwonru House, Andong",안동 청원루 ( 安東 淸遠樓 ),Gyeongsangbuk-do Andong-si,,,,,,,
2528,Treasure,"Chehwajeong Pavilion, Andong",안동 체화정 ( 安東 棣華亭 ),Gyeongsangbuk-do Andong-si,,,,,,,
2529,Treasure,Gwiraejeong Pavilion,경주 귀래정 ( 慶州 歸來亭 ),Gyeongsangbuk-do Gyeongju-si,,,,,,,
2530,Treasure,"Hamokjeong Pavilion, Dalseong",달성 하목정 ( 達城 霞鶩亭 ),Daegu Dalseong-gun,,,,,,,
2531,Treasure,"Yeongbojeon Pavilion, Yeongam",영암 영보정 ( 靈巖 永保亭 ),Jeollanam-do Yeongam-gun,,,,,,,
2532,Treasure,"Suseonru Pavilion, Jinan",진안 수선루 ( 鎭安 睡仙樓 ),Jeollabuk-do Jinan-gun,,,,,,,
2533,Treasure,"Shurangama Sutra (The Sutra of the Heroic One), Volumes 1~2",대불정여래밀인수증요의제보살만행수능엄경 권1～2 ( 大佛頂如來密因修證了義諸菩薩萬行首楞嚴經 卷一～二 ),Gyeonggi-do Goyang-si,,,,,,,
